Provider_Number,Network,Facility_Name,Five_Star_Date,Five_Star,Five_Star_Data_Availability_Code,Address_Line_1,Address_Line_2,City,State,Zip,County,Profit_or_NonProfit,Chain_Owned,Chain_Organization,#_of_Dialysis_Stations,Offers_in-center_hemodialysis,Offers_peritoneal_dialysis,Offers_home_hemodialysis_training,Patient_Transfusion_category_text,Number_of_patients_included_in_the_transfusion_summary,Number_of_patients_in_hypercalcemia_summary,Number_of_patient-months_in_hypercalcemia_summary,Number_of_patients_in_Serum_phosphorus_summary,Number_of_patient-months_in_Serum_phosphorus_summary_,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,patients_included_hospitalization_summary,hospitalizations_in_hospital_readmission_summary,Number_of_Patients_included_in_survival_summary,Mortality_Rate_(Facility),Readmission_Rate_(Facility),Hospitalization_Rate_(Facility),Patient_Infection_category_text,Transfusion_Rate_(Facility),Fistula_Category_Text,Number_of_Patients_included_in_fistula_summary,Fistula_Rate_(Facility),Number_of_patients_in_long_term_catheter_summary,Number_of_patient_months_in_long_term_catheter_summary,Number_of_patients_in_nPCR_summary,Number_of_patient-months_in_nPCR_summary,SWR_category_text,Number_of_patients_in_this_facility_for_SWR,PPPW_category_text,Number_of_patients_for_PPPW
392586,4,"DCI RENAL SERVICES OF PITTSBURGH, LLC - POINT BREEZE",01/01/2016-12/31/2019,4,1,7620 MEADE STREET,,PITTSBURGH,PA,15221,ALLEGHENY,Profit,Yes,"DIALYSIS CLINIC, INC.",22,1,1,1,As Expected,26,55,500,56,519,As Expected,As Expected,Better than Expected,36,64,159,10.1,34,184.3,Better than Expected,32,As Expected,56,68.2,56,516,0,,Not Available,16,As Expected,42
392823,4,ISD RENAL INC,01/01/2016-12/31/2019,5,1,"1930 SOUTH BROAD STREET, UNIT 7",,PHILADELPHIA,PA,19145,PHILADELPHIA,Profit,Yes,DAVITA,21,1,0,0,As Expected,58,80,765,80,786,As Expected,As Expected,Better than Expected,63,79,258,13.9,23.9,186.8,As Expected,5.4,As Expected,80,62.8,80,786,0,,Not Available,16,As Expected,61
392824,4,DAVITA ROBINSON HT AT HOME,01/01/2016-12/31/2019,,260,"5888 STEUBENVILLE PIKE, SUITE 4",,MCKEES ROCKS,PA,15136,ALLEGHENY,Profit,Yes,DAVITA,5,0,1,1,Not Available,7,12,101,12,108,As Expected,Not Available,Not Available,8,8,12,,,235.8,Not Available,,Not Available,3,,3,25,0,,Not Available,3,Not Available,9
392825,4,DAVITA TYRONE DIALYSIS,01/01/2016-12/31/2019,2,1,175 HOSPITAL DRIVE,,TYRONE,PA,16686,BLAIR,Profit,Yes,DAVITA,7,1,1,0,Worse than Expected,27,38,352,40,358,As Expected,As Expected,As Expected,29,59,117,24.3,35.4,251.9,As Expected,87.7,As Expected,39,59.7,39,336,0,,Not Available,12,As Expected,21
392826,4,DAVITA WOODLYN DIALYSIS,01/01/2016-12/31/2019,5,1,1310 MACDADE BLVD.,,WOODLYN,PA,19094,DELAWARE,Profit,Yes,DAVITA,16,1,0,0,As Expected,53,75,689,78,699,As Expected,As Expected,As Expected,55,34,210,20.7,26.5,101,As Expected,6.9,As Expected,79,68.1,79,724,0,,As Expected,31,As Expected,64
392827,4,DIALYSIS CENTER OF NORTH PHILADELPHIA,01/01/2016-12/31/2019,5,1,"1300 W. LEHIGH AVE., SUITE 106",,PHILADELPHIA,PA,19132,PHILADELPHIA,Non-Profit,Yes,AMERICAN RENAL ASSOCIATES,29,1,0,0,As Expected,57,146,1258,148,1300,As Expected,As Expected,As Expected,71,89,256,19.7,34.5,198.2,As Expected,2.8,As Expected,149,73.8,149,1304,0,,Not Available,31,As Expected,134
382579,16,ROSE CITY DIALYSIS LLC,01/01/2016-12/31/2019,5,1,7474 NE MARTIN LUTHER KING JR BLVD,,PORTLAND,OR,97211,MULTNOMAH,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,1,0,As Expected,30,58,450,61,490,As Expected,As Expected,As Expected,37,30,55,22.3,13.7,171.4,As Expected,34.5,As Expected,49,64.2,49,354,0,,Not Available,12,As Expected,53
332696,2,FRIEDWALD CENTER FOR DIALYSIS,01/01/2016-12/31/2019,4,1,475 NEW HEMPSTEAD ROAD,,NEW CITY,NY,10956,ROCKLAND,Profit,No,INDEPENDENT,9,1,0,0,As Expected,66,85,725,95,777,As Expected,As Expected,As Expected,79,109,336,21,32.3,165.1,Not Available,19,As Expected,94,76.7,94,760,0,,Not Available,25,As Expected,31
332697,2,FRESENIUS KIDNEY CARE - NEWARK,01/01/2016-12/31/2019,5,1,305 WEST SHORE BOULEVARD,,NEWARK,NY,14513,WAYNE,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,1,1,As Expected,88,127,1083,134,1155,As Expected,As Expected,Better than Expected,104,102,349,12.2,31,162.4,As Expected,10.6,As Expected,118,72.5,118,1004,0,,As Expected,52,As Expected,99
332698,2,FMS-SOUTHERN MANHATTAN DIALYSIS CENTER (MONROE COUNTY),01/01/2016-12/31/2019,4,1,1150 CROSSPOINTE LANE STE 4,,WEBSTER,NY,14580,MONROE,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,0,0,As Expected,35,47,370,47,383,As Expected,As Expected,As Expected,43,49,158,25.8,26.9,197.6,Better than Expected,5.8,As Expected,48,63.9,48,387,0,,Not Available,12,As Expected,41
332699,2,AVANTUS UPPER MANHATTAN DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,801 AMSTERDAM AVENUE,,NEW YORK,NY,10025,NEW YORK,Profit,Yes,FRESENIUS MEDICAL CARE,25,1,1,0,As Expected,132,200,1870,206,1848,As Expected,Worse than Expected,Better than Expected,144,220,597,16.2,39,222.8,Better than Expected,6.7,As Expected,190,65.6,190,1777,0,,As Expected,44,Better than Expected,152
312667,3,DAVITA PLAINSBORO DIALYSIS,01/01/2016-12/31/2019,2,1,100 PLAINSBORO ROAD,SUITE 1A,PLAINSBORO,NJ,8536,MIDDLESEX,Profit,No,INDEPENDENT,9,1,0,0,Not Available,17,31,137,35,147,As Expected,As Expected,As Expected,23,30,58,18.3,22.5,210.4,As Expected,,As Expected,36,51.7,36,146,0,,Not Available,10,Not Available,8
332606,2,"NEW YORK DIALYSIS SERVICES, INC.",01/01/2016-12/31/2019,4,1,16 GUION PLACE,,NEW ROCHELLE,NY,10802,WESTCHESTER,Profit,Yes,RENAL RESEARCH INSTITUTE,24,1,0,0,As Expected,116,171,1483,177,1519,As Expected,As Expected,As Expected,131,135,572,24,25.7,199.1,As Expected,28.3,As Expected,178,74.6,178,1535,0,,Better than Expected,63,As Expected,105
332607,2,CHINATOWN DIALYSIS CENTER INC,01/01/2016-12/31/2019,5,1,213 HESTER ST.,2ND FLOOR,NEW YORK,NY,10013,NEW YORK,Profit,No,INDEPENDENT,45,1,0,0,As Expected,184,285,2824,295,2911,Better than Expected,As Expected,Better than Expected,228,136,893,16.5,20.7,116.3,Better than Expected,26.3,Better than Expected,288,83.6,288,2855,0,,Better than Expected,77,Better than Expected,186
332608,2,DAVITA ORCHARD PARK DIALYSIS,01/01/2016-12/31/2019,4,1,3801 TAYLOR ROAD,,ORCHARD PARK,NY,14127,ERIE,Profit,Yes,DAVITA,24,1,1,0,As Expected,53,100,808,103,843,As Expected,As Expected,Worse than Expected,70,59,332,38.5,13.7,173.2,As Expected,12.7,As Expected,95,67.4,95,778,0,,As Expected,37,As Expected,76
332610,2,"WEST NASSAU DIALYSIS CTR, INC",01/01/2016-12/31/2019,3,1,75 ROCKAWAY AVENUE,,VALLEY STREAM,NY,11580,NASSAU,Profit,No,INDEPENDENT,24,1,0,0,As Expected,98,154,1440,160,1431,As Expected,As Expected,As Expected,124,127,550,20.1,30.6,163.3,As Expected,46.6,As Expected,164,69.5,164,1506,0,,As Expected,49,Better than Expected,117
332612,2,FMS-MORRIS PARK,01/01/2016-12/31/2019,5,1,1325 MORRIS PARK AVENUE,,BRONX,NY,10461,BRONX,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,1,0,As Expected,133,206,1920,217,1962,As Expected,As Expected,Better than Expected,157,189,617,15.3,26.8,186.4,Better than Expected,8.7,As Expected,198,73.3,198,1828,0,,Better than Expected,69,Better than Expected,195
392587,4,READING DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,965 BERKSHIRE BOULEVARD,,READING,PA,19610,BERKS,Profit,Yes,DREILING MEDICAL MANAGEMENT,30,1,1,0,As Expected,137,189,1836,198,1911,As Expected,As Expected,As Expected,151,244,672,25.1,24.4,218.4,Not Available,8.2,As Expected,188,55.4,188,1778,0,,As Expected,93,As Expected,162
392707,4,U.S. RENAL CARE - POTTSTOWN,01/01/2016-12/31/2019,2,1,"5 SOUTH SUNNYBROOK ROAD, SUITE 500",,POTTSTOWN,PA,19464,MONTGOMERY,Profit,Yes,"US RENAL CARE, INC.",25,1,1,0,As Expected,49,75,711,80,730,As Expected,As Expected,As Expected,57,74,283,18.2,36.7,189.6,As Expected,15.5,As Expected,78,50.1,78,726,0,,As Expected,35,As Expected,51
392708,4,DAVITA ST LUKE'S TAMAQUA DIALYSIS,01/01/2016-12/31/2019,1,1,1215 EAST BROAD STREET,,TAMAQUA,PA,18252,SCHUYLKILL,Profit,Yes,DAVITA,8,1,1,0,As Expected,27,38,322,36,311,As Expected,As Expected,As Expected,33,62,148,24.1,30.6,245.5,Worse than Expected,18.7,As Expected,36,47.6,36,303,0,,Not Available,13,As Expected,28
392710,4,DAVITA ELIZABETH DIALYSIS,01/01/2016-12/31/2019,5,1,201 MCKEESPORT ROAD,,ELIZABETH,PA,15037,ALLEGHENY,Profit,Yes,DAVITA,12,1,0,1,As Expected,33,50,392,52,410,As Expected,As Expected,As Expected,38,36,134,27.6,21.5,210.5,As Expected,0,As Expected,52,69.4,52,405,0,,Not Available,13,As Expected,42
392711,4,FRESENIUS KIDNEY CARE - SOUTH ALLENTOWN,01/01/2016-12/31/2019,5,1,2820 MITCHELL AVENUE,,ALLENTOWN,PA,18103,LEHIGH,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,1,0,As Expected,69,97,909,104,949,As Expected,As Expected,As Expected,80,116,339,19.3,23.1,221.1,As Expected,24.3,As Expected,83,73.3,83,724,0,,As Expected,29,As Expected,83
382580,16,DAVITA LINCOLN CITY DIALYSIS,01/01/2016-12/31/2019,5,1,2817 NE WEST DEVILS LAKE RD,,LINCOLN CITY,OR,97367,,Profit,Yes,DAVITA,8,1,0,0,Not Available,13,18,140,18,145,As Expected,Not Available,Not Available,16,4,17,,,22.9,As Expected,,As Expected,19,74.4,19,146,0,,Not Available,0,Worse than Expected,21
382581,16,FRESENIUS MEDICAL CARE WEST EUGENE,01/01/2016-12/31/2019,3,1,3747 W 11TH AVE,,EUGENE,OR,97402,,Profit,Yes,FRESENIUS MEDICAL CARE,25,1,0,0,Not Available,31,48,206,57,236,As Expected,As Expected,Not Available,38,36,38,,33,163.7,Not Available,,As Expected,57,50.2,57,243,0,,Not Available,0,As Expected,47
382582,16,DAVITA FOSTER POWELL DIALYSIS,01/01/2016-12/31/2019,,260,6828 SE FOSTER RD,,PORTLAND,OR,97206,,Profit,Yes,DAVITA,17,1,0,0,Not Available,7,10,34,10,31,Not Available,Not Available,Not Available,7,2,7,,,,Not Available,,Not Available,10,,10,33,0,,Not Available,0,Not Available,10
382583,16,DAVITA SISKIYOU DIALYSIS,01/01/2016-12/31/2019,,260,50 ROSSANLEY DR,,MEDFORD,OR,97501,,Profit,Yes,DAVITA,24,1,0,0,Not Available,10,21,51,22,51,Not Available,Not Available,Not Available,11,1,11,,,,Not Available,,As Expected,22,67.8,22,53,0,,Not Available,0,As Expected,16
382584,16,DAVITA CAPE ARAGO DIALYSIS,01/01/2016-12/31/2019,,258,1935 THOMPSON RD,,COOS BAY,OR,97420,,Profit,Yes,DAVITA,12,1,1,0,Not Available,0,1,1,0,0,Not Available,Not Available,Not Available,0,0,0,,,,Not Available,,Not Available,1,,1,1,0,,Not Available,0,Not Available,2
392614,4,DAVITA ABINGTON DIALYSIS,01/01/2016-12/31/2019,4,1,3940-A COMMERCE AVENUE,,WILLOW GROVE,PA,19090,MONTGOMERY,Profit,Yes,DAVITA,22,1,1,1,As Expected,96,164,1417,169,1477,As Expected,As Expected,As Expected,127,134,489,17.5,24.5,175.4,As Expected,23.3,As Expected,127,59.8,127,1105,0,,Better than Expected,49,Better than Expected,119
312668,3,DIALYZE DIRECT,01/01/2016-12/31/2019,,260,3297 STATE ROUTE 66,,NEPTUNE,NJ,7753,MONMOUTH,Profit,No,INDEPENDENT,7,0,0,1,Not Available,1,2,9,2,11,Not Available,Not Available,Not Available,2,1,4,,,,Not Available,,Not Available,2,,2,12,0,,Not Available,0,Not Available,2
312669,3,DAVITA RAHWAY DIALYSIS,01/01/2016-12/31/2019,3,1,800 HARRISON STREET,,RAHWAY,NJ,7065,UNION,Profit,Yes,DAVITA,18,1,1,0,As Expected,46,88,743,98,806,As Expected,As Expected,As Expected,56,60,105,13.3,27.6,188.9,As Expected,10,As Expected,99,67.3,99,817,0,,Not Available,18,As Expected,69
312670,3,DAVITA LYNDHURST DIALYSIS,01/01/2016-12/31/2019,4,1,554-A NEW YORK AVENUE,,LYNDHURST,NJ,7071,BERGEN,Profit,Yes,DAVITA,19,1,1,0,As Expected,53,77,645,91,713,As Expected,As Expected,As Expected,67,67,140,16.9,25,156.4,Better than Expected,19.9,As Expected,86,62.8,86,669,0,,Not Available,20,As Expected,56
312671,3,DAVITA JERSEY CITY SUMMIT,01/01/2016-12/31/2019,4,1,414 SUMMIT AVENUE,,JERSEY CITY,NJ,7306,HUDSON,Profit,Yes,DAVITA,21,1,1,1,As Expected,44,87,722,90,768,As Expected,As Expected,As Expected,51,51,109,13.5,38.6,223,Better than Expected,21.5,As Expected,85,74.9,85,720,0,,As Expected,33,As Expected,74
312672,3,DAVITA HILLSBOROUGH DIALYSIS,01/01/2016-12/31/2019,4,1,220 TRIANGLE ROAD,,HILLSBOROUGH,NJ,8844,SOMERSET,Profit,Yes,DAVITA,10,1,1,0,Not Available,19,36,301,35,302,As Expected,As Expected,As Expected,25,30,46,21.3,16.9,221.6,As Expected,,As Expected,32,82,32,274,0,,Not Available,8,As Expected,26
332613,2,FMS-EASTCHESTER,01/01/2016-12/31/2019,4,1,1776 EASTCHESTER ROAD,,BRONX,NY,10461,BRONX,Profit,Yes,FRESENIUS MEDICAL CARE,27,1,1,0,As Expected,158,242,2354,250,2379,As Expected,As Expected,Better than Expected,180,209,717,15,34.6,239.3,Better than Expected,17.8,As Expected,252,72.3,252,2395,0,,As Expected,60,Better than Expected,210
332718,2,WESTCHESTER CENTER FOR RENAL CARE,01/01/2016-12/31/2019,1,1,10 CLAREMONT AVE,,MOUNT VERNON,NY,10550,WESTCHESTER,Profit,No,INDEPENDENT,9,1,0,0,Worse than Expected,61,90,739,102,734,As Expected,Worse than Expected,As Expected,72,109,284,28.6,43.5,192.1,Not Available,56.3,As Expected,104,68.9,104,788,0,,As Expected,45,As Expected,37
332719,2,FRESENIUS KIDNEY CARE - SARATOGA SPRINGS,01/01/2016-12/31/2019,5,1,373 CHURCH STREET,,SARATOGA SPRINGS,NY,12866,SARATOGA,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,1,1,As Expected,35,49,403,50,413,As Expected,As Expected,As Expected,39,38,148,28,11.5,171.7,As Expected,13.3,As Expected,42,80.1,42,328,0,,Not Available,16,As Expected,37
332720,2,DAVITA NIAGARA DIALYSIS CENTER,01/01/2016-12/31/2019,5,1,2932 MILITARY ROAD,,NIAGARA FALLS,NY,14304,NIAGARA,Profit,Yes,DAVITA,13,1,1,1,As Expected,38,66,574,69,623,As Expected,As Expected,As Expected,41,37,185,28.6,18.8,151.7,As Expected,5.1,As Expected,58,71.3,58,515,0,,Not Available,30,As Expected,47
332721,2,FRESENIUS KIDNEY CARE- BAY SHORE,01/01/2016-12/31/2019,4,1,929 SUNRISE HIGHWAY,CHRONIC DIALYSIS CTR.,BAY SHORE,NY,11706,SUFFOLK,Profit,Yes,FRESENIUS MEDICAL CARE,25,1,1,1,Worse than Expected,141,185,1800,188,1826,As Expected,As Expected,As Expected,162,230,728,19.8,32.3,215.4,Better than Expected,45.4,As Expected,179,70.9,179,1749,0,,As Expected,69,As Expected,137
392713,4,"ARA - CLARION DIALYSIS CENTER, LLC",01/01/2016-12/31/2019,3,1,22631 RT 68,SUITE 450,CLARION,PA,16214,CLARION,Profit,Yes,AMERICAN RENAL ASSOCIATES,28,1,1,0,As Expected,36,46,435,48,453,As Expected,As Expected,As Expected,42,66,222,20.9,32.6,217.2,As Expected,9.6,As Expected,42,47,42,382,0,,Not Available,25,As Expected,30
392714,4,FRESENIUS KIDNEY CARE - NAZARETH,01/01/2016-12/31/2019,3,1,2601 HOLME AVENUE,"GROUND FLOOR, MARION BUILDING",PHILADELPHIA,PA,19152,PHILADELPHIA,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,1,1,As Expected,54,93,768,98,780,As Expected,As Expected,As Expected,70,91,288,20.6,37.9,233.5,As Expected,12.6,As Expected,99,64.6,99,812,0,,Not Available,31,As Expected,75
392815,4,DAVITA ST LUKES QUAKERTOWN DIALYSIS,01/01/2016-12/31/2019,4,1,1021 PARK AVENUE,,QUAKERTOWN,PA,18951,BUCKS,Profit,Yes,DAVITA,12,1,0,0,As Expected,36,46,374,47,387,As Expected,As Expected,As Expected,42,43,159,20.5,27.4,172.2,As Expected,14.4,As Expected,48,60.5,48,392,0,,Not Available,19,As Expected,31
392816,4,PRODIGY DIALYSIS LLC - OSBORNE STREET,01/01/2016-12/31/2019,2,1,88 OSBORNE STREET,,JOHNSTOWN,PA,15905,CAMBRIA,Profit,No,INDEPENDENT,11,0,1,0,Not Available,11,22,188,22,168,As Expected,As Expected,As Expected,15,17,79,24.9,5.6,247.4,Not Available,,Not Available,0,,0,,0,,As Expected,25,As Expected,20
392817,4,DAVITA ST LUKE'S BETHLEHEM DIALYSIS,01/01/2016-12/31/2019,4,1,1425 8TH AVENUE,,BETHLEHEM,PA,18018,LEHIGH,Profit,Yes,DAVITA,36,1,1,0,As Expected,116,165,1447,176,1534,As Expected,As Expected,As Expected,145,189,589,20.7,27.2,183,Better than Expected,23.7,As Expected,156,65,156,1315,0,,As Expected,77,As Expected,146
392616,4,DAVITA NEWTOWN DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,60 BLACKSMITH ROAD,,NEWTOWN,PA,18940,BUCKS,Profit,Yes,DAVITA,18,1,1,1,As Expected,46,83,646,87,665,Worse than Expected,As Expected,As Expected,62,80,253,26.4,36.8,280.1,As Expected,12.2,As Expected,76,61,76,581,0,,Not Available,21,Better than Expected,71
392617,4,FRESENIUS KIDNEY CARE - SELLERSVILLE DIALYSIS,01/01/2016-12/31/2019,3,1,1105 BETHLEHEM PIKE,,SELLERSVILLE,PA,18960,BUCKS,Profit,Yes,FRESENIUS MEDICAL CARE,20,1,1,1,As Expected,55,92,779,96,772,As Expected,As Expected,As Expected,80,94,297,21,31.7,214.7,As Expected,26.9,As Expected,88,68.1,88,720,0,,As Expected,36,As Expected,60
392619,4,DAVITA PALMER DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,30 COMMUNITY DRIVE,,EASTON,PA,18045,NORTHAMPTON,Profit,Yes,DAVITA,20,1,1,0,Worse than Expected,100,144,1309,154,1351,As Expected,Worse than Expected,Better than Expected,126,194,486,18,35.8,224.3,Better than Expected,50.1,As Expected,125,64.8,125,1088,0,,As Expected,48,As Expected,111
392620,4,FRESENIUS KIDNEY CARE - CARBON COUNTY,01/01/2016-12/31/2019,3,1,168 S. SARGENT STANLEY HOFFMAN BOULEVARD,,LEHIGHTON,PA,18235,CARBON,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,1,1,As Expected,39,58,582,62,576,As Expected,Worse than Expected,As Expected,47,71,210,19.4,43,212.8,As Expected,9.2,As Expected,57,59.6,57,539,0,,Not Available,26,As Expected,45
392621,4,FRESENIUS KIDNEY CARE - PITTSTON,01/01/2016-12/31/2019,5,1,455 NORTH MAIN STREET,,PITTSTON,PA,18640,LUZERNE,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,1,0,As Expected,40,67,561,73,600,As Expected,As Expected,As Expected,55,54,231,23.2,21.7,180.1,As Expected,11.7,As Expected,73,76.6,73,602,0,,Not Available,31,As Expected,47
332309,2,FAXTON-ST. LUKES HEALTHCARE,01/01/2016-12/31/2019,3,1,1676 SUNSET AVE,,UTICA,NY,13502,ONEIDA,Non-Profit,No,INDEPENDENT,36,1,1,1,Worse than Expected,147,212,1901,226,1986,As Expected,As Expected,Better than Expected,184,187,783,18,23.4,177.8,Worse than Expected,156.7,As Expected,205,51.8,205,1783,0,,As Expected,96,As Expected,161
332310,2,HUNTINGTON HOSPITAL,01/01/2016-12/31/2019,1,1,270 PARK AVENUE,DIALYSIS UNIT,HUNTINGTON,NY,11743,SUFFOLK,Non-Profit,No,INDEPENDENT,7,1,0,0,Not Available,9,14,100,13,97,As Expected,As Expected,As Expected,12,21,44,32.8,31.5,333.6,Not Available,,As Expected,14,41.8,14,108,0,,Not Available,6,As Expected,12
332311,2,THE NY HOSP MED CTR OF QUEENS,01/01/2016-12/31/2019,,260,56-45 MAIN STREET,8TH FLOOR HEMODIALYSIS UNIT,FLUSHING,NY,11355,QUEENS,Non-Profit,No,INDEPENDENT,4,1,0,0,Not Available,4,6,65,6,65,Not Available,Not Available,As Expected,4,1,23,20.7,,,Not Available,,Not Available,6,,6,65,0,,Not Available,16,Not Available,5
332312,2,BROOKLYN HOSPITAL CENTER,01/01/2016-12/31/2019,2,1,121 DEKALB AVENUE,DIALYSIS UNIT-2W,BROOKLYN,NY,11201,KINGS,Non-Profit,No,INDEPENDENT,10,1,1,0,Not Available,23,44,357,45,347,As Expected,Worse than Expected,Worse than Expected,27,39,141,40.3,46.4,275.3,As Expected,,As Expected,35,64.5,35,327,0,,As Expected,28,As Expected,38
332313,2,MONTEFIORE HOSP. & MED. CTR.,01/01/2016-12/31/2019,1,1,111 EAST 210TH STREET,DIALYSIS UNIT-4TH FLOOR,BRONX,NY,10467,BRONX,Non-Profit,No,INDEPENDENT,18,1,1,0,As Expected,20,29,224,24,193,As Expected,As Expected,As Expected,27,29,69,15.5,25.4,107.4,Not Available,17.2,Worse than Expected,30,7.7,30,239,4,36,Not Available,9,As Expected,76
332321,2,"NEW YORK & PRESBYTERIAN HOSPITALS, INC.",01/01/2016-12/31/2019,,260,525 E 68TH ST,HEMODIALYSIS UNIT,NEW YORK,NY,10065,NEW YORK,Non-Profit,No,INDEPENDENT,4,1,0,0,Not Available,4,7,70,5,48,Not Available,Not Available,Not Available,4,8,18,,,,Not Available,,Not Available,7,,7,72,2,9,Not Available,1,As Expected,15
332723,2,FREEDOM CENTER OF ROCHESTER,01/01/2016-12/31/2019,2,1,100 MERIDIAN CENTRE,,ROCHESTER,NY,14618,PALM BEACH,Profit,Yes,FRESENIUS MEDICAL CARE,1,0,1,1,Worse than Expected,59,91,764,91,756,As Expected,As Expected,As Expected,72,61,232,15.9,18.1,181.3,Not Available,47.5,As Expected,33,60.1,33,277,0,,Not Available,17,Better than Expected,90
332724,2,CORAM DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,1500 MIDDLE COUNTRY ROAD,,CENTEREACH,NY,11720,SUFFOLK,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,1,0,As Expected,73,112,891,117,898,As Expected,As Expected,As Expected,102,150,384,21.8,34.9,230.2,Better than Expected,20.9,As Expected,113,58,113,901,0,,As Expected,49,As Expected,76
312692,3,FKC VOORHEES,01/01/2016-12/31/2019,2,1,201 LAUREL OAK RD SUITE A,,VOORHEES,NJ,8043,,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,1,0,As Expected,90,174,517,166,468,As Expected,As Expected,As Expected,125,65,125,41.1,34.4,247.8,Not Available,35.1,As Expected,163,49.6,163,443,0,,Not Available,0,As Expected,117
312693,3,FKC SEWELL,01/01/2016-12/31/2019,2,1,300 MEDICAL CENTER DRIVE SUITE A,,SEWELL,NJ,8080,,Profit,Yes,FRESENIUS MEDICAL CARE,31,1,0,0,Not Available,89,172,480,162,434,As Expected,As Expected,Worse than Expected,124,67,124,68,31.7,303.3,Not Available,,Worse than Expected,171,46.2,171,481,0,,Not Available,0,As Expected,122
312694,3,DAVITA GLOUCESTER DIALYSIS,01/01/2016-12/31/2019,,260,1217 S BLACK HORSE PIKE,,WILLIAMSTOWN,NJ,8094,,Profit,Yes,DAVITA,19,1,0,0,Not Available,1,2,3,2,2,Not Available,Not Available,Not Available,1,0,1,,,,Not Available,,Not Available,3,,3,4,0,,Not Available,0,Not Available,2
312695,3,DAVITA MAYS LANDING,01/01/2016-12/31/2019,,260,4403 E BLOCK HORSE PIKE #LL04,,MAYS LANDING,NJ,8330,,Profit,Yes,DAVITA,10,1,0,0,Not Available,0,2,4,3,4,Not Available,Not Available,Not Available,1,1,1,,,,Not Available,,Not Available,2,,2,3,0,,Not Available,0,Not Available,2
392818,4,DAVITA ST LUKE'S ALLENTOWN DIALYSIS,01/01/2016-12/31/2019,3,1,"1901 HAMILTON ST., SUITE 100",,ALLENTOWN,PA,18104,LEHIGH,Profit,Yes,DAVITA,4,1,0,0,Worse than Expected,45,61,499,66,533,As Expected,As Expected,As Expected,48,53,195,24.3,30.8,226,As Expected,79,As Expected,66,60,66,536,2,4,Not Available,22,As Expected,59
392820,4,"RELIANT RENAL CARE - CHELTENHAM, LLC",01/01/2016-12/31/2019,3,1,7107 OLD YORK ROAD,,PHILADELPHIA,PA,19126,PHILADELPHIA,Profit,Yes,"RELIANT RENAL CARE, INC.",10,1,0,0,As Expected,41,51,491,57,498,As Expected,As Expected,As Expected,47,66,178,28.1,26.1,203,As Expected,3.4,As Expected,60,62.7,60,512,0,,Not Available,21,As Expected,24
382561,16,FMC MAYWOOD PARK,01/01/2016-12/31/2019,4,1,11909 NE GLENN WIDING DR,,PORTLAND,OR,97220,MULTNOMAH,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,As Expected,58,92,720,100,770,As Expected,As Expected,As Expected,69,56,276,29.4,22.2,188.3,Better than Expected,15.3,As Expected,105,65.2,105,796,0,,As Expected,65,As Expected,95
382562,16,FMC MILTON FREEWATER,01/01/2016-12/31/2019,5,1,1213 S MAIN ST,,MILTON FREEWATER,OR,97862,UMATILLA,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,As Expected,21,25,216,31,239,As Expected,As Expected,As Expected,22,16,82,15.9,7.4,92.5,As Expected,0,Better than Expected,31,86.9,31,239,0,,Not Available,10,As Expected,25
382563,16,FMC FLORENCE OREGON,01/01/2016-12/31/2019,5,1,2820 KINGWOOD ST,,FLORENCE,OR,97439,LANE,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,1,0,Not Available,16,23,207,26,222,As Expected,As Expected,As Expected,21,16,86,32.3,23.8,154.1,As Expected,,As Expected,26,74.5,26,222,0,,Not Available,10,As Expected,22
382564,16,PNRS COLUMBIA RIVER THE DALLES,01/01/2016-12/31/2019,5,1,411 LONE PINE BLVD,,THE DALLES,OR,97058,WASCO,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,As Expected,28,34,305,34,321,As Expected,As Expected,As Expected,31,16,111,16.1,9.9,99.8,As Expected,5.7,As Expected,35,68.8,35,324,0,,Not Available,14,Worse than Expected,25
